,PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
71,1628972,00,0,221,39,4090.0,540.0,1258.0,0.429252,152.0,451.0,0.337028,176.0,233.0,0.755364,170.0,666.0,836.0,353.0,152.0,23.0,156.0,299.0,1408.0
72,1628973,00,0,277,127,6835.0,1279.0,2588.0,0.494204,281.0,753.0,0.373173,447.0,559.0,0.799642,117.0,726.0,843.0,1034.0,160.0,12.0,358.0,461.0,3286.0
73,1628418,00,0,170,108,3425.0,696.0,1180.0,0.58983,92.0,263.0,0.349809,249.0,326.0,0.763803,258.0,713.0,971.0,219.0,61.0,147.0,145.0,309.0,1733.0
74,203493,00,0,434,239,9775.0,1215.0,2843.0,0.427365,701.0,1820.0,0.385164,251.0,298.0,0.842281,150.0,945.0,1095.0,524.0,252.0,63.0,255.0,588.0,3382.0
75,203504,00,0,498,130,10401.0,1847.0,4500.0,0.410444,564.0,1637.0,0.344532,534.0,659.0,0.810318,164.0,714.0,878.0,1522.0,274.0,52.0,555.0,641.0,4792.0
76,202692,00,0,625,135,14378.0,2231.0,5342.0,0.417633,664.0,1749.0,0.379645,1523.0,1905.0,0.799475,370.0,1840.0,2210.0,1264.0,438.0,132.0,768.0,1184.0,6649.0
77,1630215,00,0,42,1,360.0,61.0,151.0,0.403973,28.0,88.0,0.318181,11.0,16.0,0.6875,5.0,40.0,45.0,63.0,17.0,8.0,33.0,47.0,161.0
78,202710,00,0,690,585,22863.0,3971.0,8631.0,0.460085,556.0,1732.0,0.321016,3724.0,4427.0,0.841201,1070.0,2588.0,3658.0,2836.0,1127.0,323.0,1122.0,996.0,12222.0
79,1629719,00,0,36,1,228.0,41.0,66.0,0.621212,0.0,0.0,0.0,9.0,18.0,0.5,22.0,57.0,79.0,8.0,13.0,11.0,8.0,24.0,91.0
80,203484,00,0,683,541,19972.0,2826.0,6716.0,0.420786,1160.0,3225.0,0.359689,1099.0,1352.0,0.812869,423.0,1725.0,2148.0,1150.0,748.0,154.0,700.0,1254.0,7911.0
81,1630267,00,0,130,23,2609.0,227.0,611.0,0.371522,134.0,409.0,0.327628,140.0,169.0,0.828402,45.0,206.0,251.0,452.0,142.0,37.0,140.0,256.0,728.0
82,1628427,00,0,70,2,503.0,62.0,128.0,0.484375,17.0,51.0,0.333333,23.0,31.0,0.741935,24.0,67.0,91.0,34.0,14.0,6.0,26.0,43.0,164.0
83,1629962,00,0,13,0,219.0,26.0,72.0,0.361111,21.0,53.0,0.396226,11.0,14.0,0.785714,1.0,10.0,11.0,11.0,10.0,4.0,7.0,18.0,84.0
84,203991,00,0,471,410,12614.0,2549.0,4084.0,0.624142,0.0,3.0,0.0,753.0,1429.0,0.526941,1665.0,3358.0,5023.0,465.0,328.0,713.0,529.0,1149.0,5851.0
85,1630176,00,0,26,5,159.0,25.0,49.0,0.510204,1.0,7.0,0.142857,15.0,24.0,0.625,14.0,25.0,39.0,2.0,3.0,6.0,8.0,17.0,66.0
86,1628975,00,0,223,9,3144.0,349.0,904.0,0.386061,218.0,569.0,0.383128,68.0,84.0,0.809523,74.0,312.0,386.0,320.0,126.0,51.0,115.0,264.0,984.0
87,1628976,00,0,203,192,5593.0,952.0,1855.0,0.513207,97.0,326.0,0.297546,475.0,650.0,0.730769,497.0,1306.0,1803.0,404.0,130.0,179.0,332.0,629.0,2476.0
88,1627936,00,0,225,37,4631.0,482.0,1141.0,0.422436,174.0,476.0,0.365546,248.0,337.0,0.735905,116.0,457.0,573.0,601.0,252.0,67.0,270.0,418.0,1386.0
89,1630551,00,0,36,0,281.0,31.0,67.0,0.462686,10.0,28.0,0.357142,9.0,9.0,1.0,37.0,35.0,72.0,11.0,8.0,4.0,8.0,32.0,81.0
90,1629185,00,0,91,4,1038.0,112.0,317.0,0.353312,59.0,172.0,0.343023,20.0,25.0,0.8,22.0,95.0,117.0,217.0,42.0,11.0,81.0,90.0,303.0
91,1627737,00,0,292,147,5338.0,830.0,1822.0,0.455543,161.0,555.0,0.29009,385.0,577.0,0.667244,362.0,1004.0,1366.0,298.0,187.0,227.0,348.0,738.0,2206.0
92,1630528,00,0,74,2,1334.0,224.0,500.0,0.448,56.0,189.0,0.296296,83.0,113.0,0.734513,52.0,134.0,186.0,150.0,65.0,13.0,114.0,97.0,587.0
93,1629109,00,0,170,19,2239.0,177.0,504.0,0.35119,139.0,427.0,0.325526,31.0,37.0,0.837837,117.0,314.0,431.0,84.0,52.0,62.0,44.0,148.0,524.0
94,1629634,00,0,181,21,3961.0,840.0,1421.0,0.591133,48.0,163.0,0.294478,248.0,355.0,0.698591,324.0,691.0,1015.0,262.0,131.0,167.0,122.0,306.0,1976.0
95,203903,00,0,600,142,16190.0,3495.0,7954.0,0.439401,1072.0,3169.0,0.338277,1154.0,1395.0,0.82724,501.0,1470.0,1971.0,1526.0,515.0,88.0,998.0,1013.0,9216.0
96,1629651,00,0,94,20,1755.0,295.0,457.0,0.645514,2.0,12.0,0.166666,96.0,178.0,0.539325,153.0,321.0,474.0,87.0,48.0,99.0,65.0,192.0,688.0
97,1629599,00,0,131,32,2121.0,279.0,623.0,0.447833,125.0,329.0,0.379939,134.0,166.0,0.807228,40.0,217.0,257.0,160.0,53.0,17.0,68.0,137.0,817.0
98,1628381,00,0,293,242,8487.0,1900.0,3396.0,0.559481,277.0,736.0,0.376358,760.0,975.0,0.779487,722.0,1719.0,2441.0,455.0,167.0,304.0,444.0,909.0,4837.0
99,1628380,00,0,182,16,3193.0,412.0,912.0,0.451754,96.0,294.0,0.32653,179.0,241.0,0.742738,225.0,542.0,767.0,200.0,60.0,125.0,194.0,410.0,1099.0
100,201144,00,0,958,922,30618.0,5042.0,11482.0,0.439122,1489.0,3899.0,0.381892,2648.0,3231.0,0.81956,456.0,2416.0,2872.0,5407.0,1363.0,197.0,1900.0,1892.0,14221.0
101,1626192,00,0,417,35,7717.0,910.0,2045.0,0.444987,464.0,1272.0,0.364779,185.0,232.0,0.797413,286.0,1106.0,1392.0,521.0,197.0,118.0,223.0,485.0,2469.0
102,1629076,00,0,65,3,691.0,100.0,153.0,0.653594,1.0,2.0,0.5,45.0,75.0,0.6,50.0,112.0,162.0,21.0,15.0,6.0,31.0,68.0,246.0
103,1630536,00,0,13,0,39.0,3.0,14.0,0.214285,1.0,6.0,0.166666,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,1.0,7.0
104,202326,00,0,654,561,19509.0,4562.0,9924.0,0.459693,426.0,1288.0,0.330745,3252.0,4411.0,0.737247,1692.0,4972.0,6664.0,1979.0,874.0,742.0,2149.0,2421.0,12802.0
105,203496,00,0,537,460,16064.0,2090.0,5142.0,0.406456,1190.0,3301.0,0.360496,852.0,1048.0,0.812977,490.0,2632.0,3122.0,803.0,861.0,527.0,818.0,1596.0,6222.0
106,1628470,00,0,300,93,5603.0,655.0,1436.0,0.456128,239.0,724.0,0.33011,149.0,215.0,0.693023,335.0,751.0,1086.0,284.0,146.0,160.0,181.0,607.0,1698.0
107,203109,00,0,735,406,18561.0,2424.0,5808.0,0.417355,1146.0,3310.0,0.346223,1062.0,1366.0,0.777452,504.0,2637.0,3141.0,1182.0,736.0,254.0,640.0,1522.0,7056.0
108,1629633,00,0,134,42,2343.0,350.0,872.0,0.401376,91.0,321.0,0.283489,99.0,199.0,0.497487,117.0,247.0,364.0,167.0,94.0,52.0,129.0,225.0,890.0
109,1630595,00,0,64,64,2088.0,429.0,1031.0,0.4161,114.0,363.0,0.314049,142.0,168.0,0.845238,58.0,296.0,354.0,356.0,78.0,43.0,234.0,200.0,1114.0
110,203552,00,0,377,199,9489.0,1555.0,3263.0,0.476555,730.0,1661.0,0.439494,405.0,474.0,0.85443,119.0,724.0,843.0,832.0,274.0,53.0,425.0,623.0,4245.0
111,201939,00,0,826,820,28361.0,6875.0,14520.0,0.473484,3117.0,7290.0,0.427572,3197.0,3520.0,0.908238,553.0,3285.0,3838.0,5388.0,1367.0,187.0,2598.0,1981.0,20064.0
112,203076,00,0,604,599,20805.0,5375.0,10434.0,0.515142,292.0,964.0,0.302904,3348.0,4217.0,0.793929,1518.0,4644.0,6162.0,1414.0,824.0,1413.0,1179.0,1419.0,14390.0
113,202334,00,0,722,106,13757.0,1773.0,3128.0,0.566815,0.0,4.0,0.0,745.0,1277.0,0.583398,1590.0,3026.0,4616.0,539.0,349.0,566.0,532.0,1749.0,4291.0
114,1629056,00,0,163,19,2820.0,507.0,1159.0,0.437446,241.0,658.0,0.366261,132.0,158.0,0.835443,81.0,404.0,485.0,238.0,108.0,39.0,172.0,291.0,1387.0
115,201942,00,0,957,945,32790.0,7133.0,15349.0,0.46472,410.0,1424.0,0.287921,5193.0,6202.0,0.83731,708.0,3519.0,4227.0,3729.0,935.0,280.0,1986.0,2162.0,19869.0
116,203473,00,0,477,209,8471.0,1210.0,2294.0,0.527462,175.0,518.0,0.337837,461.0,627.0,0.735247,750.0,2086.0,2836.0,332.0,249.0,390.0,471.0,1215.0,3056.0
117,1628978,00,0,201,91,4752.0,653.0,1573.0,0.41513,310.0,894.0,0.346756,193.0,252.0,0.765873,203.0,730.0,933.0,506.0,218.0,49.0,272.0,332.0,1809.0
118,1628977,00,0,207,44,3917.0,692.0,1457.0,0.474948,71.0,256.0,0.277343,293.0,462.0,0.634199,210.0,603.0,813.0,227.0,170.0,60.0,208.0,455.0,1748.0
119,203476,00,0,597,208,12269.0,1691.0,3383.0,0.499852,175.0,477.0,0.366876,913.0,1154.0,0.791161,1021.0,2406.0,3427.0,784.0,464.0,535.0,655.0,1282.0,4470.0
120,203915,00,0,387,184,10207.0,1630.0,3963.0,0.411304,553.0,1716.0,0.322261,1229.0,1554.0,0.790862,178.0,989.0,1167.0,1933.0,260.0,104.0,669.0,899.0,5042.0
121,1629029,00,0,264,264,8928.0,2375.0,5195.0,0.45717,732.0,2172.0,0.337016,1480.0,2007.0,0.737419,274.0,1982.0,2256.0,2102.0,278.0,111.0,1080.0,587.0,6962.0
122,1629652,00,0,139,131,4029.0,626.0,1583.0,0.395451,273.0,821.0,0.332521,325.0,408.0,0.796568,100.0,382.0,482.0,203.0,122.0,41.0,189.0,380.0,1850.0
123,1630245,00,0,77,40,2110.0,278.0,535.0,0.519626,70.0,186.0,0.376344,53.0,78.0,0.679487,27.0,187.0,214.0,256.0,60.0,29.0,108.0,182.0,679.0
124,201609,00,0,888,530,24733.0,4464.0,9694.0,0.460491,1098.0,3036.0,0.36166,2177.0,2838.0,0.767089,627.0,2108.0,2735.0,4254.0,863.0,163.0,2001.0,2054.0,12203.0
125,203083,00,0,718,630,21267.0,4190.0,7765.0,0.5396,15.0,114.0,0.131578,1543.0,3263.0,0.472877,3253.0,6266.0,9519.0,1003.0,976.0,1055.0,1411.0,2248.0,9938.0
126,1630537,00,0,55,39,1541.0,268.0,621.0,0.431561,94.0,255.0,0.368627,90.0,112.0,0.803571,41.0,185.0,226.0,114.0,56.0,10.0,90.0,95.0,720.0
127,1630561,00,0,22,7,341.0,39.0,108.0,0.361111,9.0,37.0,0.243243,17.0,21.0,0.809523,30.0,37.0,67.0,17.0,14.0,7.0,9.0,36.0,104.0
128,201142,00,0,939,936,34508.0,8716.0,17577.0,0.495875,1770.0,4611.0,0.383864,6324.0,7153.0,0.884104,659.0,5987.0,6646.0,4032.0,1021.0,1038.0,2964.0,1801.0,25526.0
129,1630162,00,0,144,127,4780.0,1054.0,2456.0,0.429153,386.0,1122.0,0.344028,431.0,552.0,0.780797,121.0,558.0,679.0,486.0,187.0,82.0,350.0,293.0,2925.0
130,1629035,00,0,72,1,705.0,98.0,269.0,0.364312,46.0,155.0,0.296774,25.0,33.0,0.757575,11.0,68.0,79.0,52.0,21.0,5.0,27.0,63.0,267.0
131,1630556,00,0,48,23,987.0,110.0,267.0,0.411985,48.0,136.0,0.352941,16.0,19.0,0.842105,44.0,128.0,172.0,31.0,29.0,24.0,42.0,85.0,284.0
132,1629604,00,0,88,28,1367.0,146.0,374.0,0.390374,44.0,160.0,0.275,71.0,99.0,0.717171,77.0,182.0,259.0,97.0,41.0,22.0,61.0,143.0,407.0
133,201961,00,0,770,206,16101.0,2233.0,5441.0,0.410402,1214.0,3175.0,0.382362,510.0,605.0,0.842975,238.0,1405.0,1643.0,852.0,412.0,66.0,508.0,884.0,6190.0
134,203954,00,0,328,328,10240.0,2799.0,5718.0,0.489506,389.0,1152.0,0.337673,2548.0,3146.0,0.809917,764.0,2968.0,3732.0,1080.0,285.0,542.0,1109.0,1010.0,8535.0
135,202324,00,0,790,503,19202.0,3420.0,6407.0,0.533791,38.0,192.0,0.197916,1476.0,2225.0,0.66337,1933.0,3675.0,5608.0,851.0,577.0,939.0,995.0,1976.0,8354.0
136,1628981,00,0,119,13,1091.0,157.0,298.0,0.526845,6.0,41.0,0.146341,59.0,97.0,0.608247,101.0,230.0,331.0,66.0,23.0,31.0,77.0,154.0,379.0
137,1627827,00,0,394,282,10759.0,1187.0,2662.0,0.445905,560.0,1552.0,0.360824,295.0,411.0,0.717761,580.0,1212.0,1792.0,554.0,316.0,168.0,337.0,853.0,3229.0
138,1630238,00,0,18,0,74.0,9.0,22.0,0.40909,6.0,12.0,0.5,0.0,0.0,0.0,2.0,18.0,20.0,5.0,0.0,0.0,2.0,7.0,24.0
139,1630201,00,0,91,19,1465.0,199.0,523.0,0.380497,84.0,258.0,0.325581,60.0,80.0,0.75,20.0,159.0,179.0,207.0,58.0,11.0,56.0,113.0,542.0
140,1627854,00,0,406,167,8314.0,1329.0,3036.0,0.437747,706.0,1711.0,0.412624,323.0,394.0,0.819796,65.0,638.0,703.0,506.0,156.0,12.0,285.0,572.0,3687.0
141,1630235,00,0,90,6,1068.0,108.0,226.0,0.477876,10.0,53.0,0.188679,57.0,67.0,0.850746,34.0,109.0,143.0,151.0,39.0,10.0,69.0,65.0,283.0
142,203095,00,0,645,497,18476.0,3312.0,7436.0,0.4454,1291.0,3387.0,0.381163,1307.0,1637.0,0.798411,268.0,1503.0,1771.0,1676.0,570.0,98.0,1040.0,1554.0,9222.0
143,1628368,00,0,322,308,10325.0,2269.0,4916.0,0.461554,364.0,1139.0,0.319578,1246.0,1719.0,0.72484,169.0,969.0,1138.0,2005.0,432.0,142.0,900.0,854.0,6148.0
144,1628982,00,0,32,0,290.0,35.0,103.0,0.339805,9.0,43.0,0.209302,8.0,15.0,0.533333,10.0,18.0,28.0,5.0,11.0,2.0,9.0,25.0,87.0
145,1628365,00,0,131,86,3251.0,593.0,1317.0,0.450265,48.0,183.0,0.262295,189.0,267.0,0.707865,87.0,338.0,425.0,623.0,147.0,27.0,247.0,256.0,1423.0
146,1629117,00,0,77,6,835.0,99.0,218.0,0.454128,27.0,80.0,0.3375,51.0,81.0,0.629629,80.0,123.0,203.0,33.0,25.0,26.0,47.0,139.0,276.0
147,1629655,00,0,169,71,2844.0,533.0,770.0,0.692207,0.0,1.0,0.0,211.0,321.0,0.65732,301.0,443.0,744.0,118.0,69.0,230.0,135.0,366.0,1277.0
148,201568,00,0,728,563,21779.0,3454.0,8076.0,0.427686,1426.0,3732.0,0.3821,2993.0,3413.0,0.876941,501.0,3009.0,3510.0,1414.0,537.0,262.0,885.0,1305.0,11327.0
149,1629636,00,0,181,177,6044.0,1184.0,2674.0,0.442782,384.0,1016.0,0.377952,390.0,445.0,0.876404,89.0,375.0,464.0,1141.0,197.0,17.0,563.0,317.0,3142.0
150,1630586,00,0,24,2,239.0,19.0,44.0,0.431818,5.0,20.0,0.25,5.0,7.0,0.714285,21.0,62.0,83.0,17.0,10.0,11.0,6.0,28.0,48.0
151,1630568,00,0,32,5,389.0,66.0,147.0,0.448979,16.0,49.0,0.32653,38.0,61.0,0.62295,58.0,42.0,100.0,20.0,9.0,6.0,18.0,55.0,186.0
152,200752,00,0,1064,779,33745.0,6561.0,14484.0,0.452982,1153.0,3299.0,0.349499,3074.0,3849.0,0.798648,1414.0,4706.0,6120.0,2223.0,1212.0,780.0,2208.0,2456.0,17349.0
153,202331,00,0,737,689,24741.0,5114.0,11743.0,0.435493,1852.0,4845.0,0.382249,2949.0,3478.0,0.847901,644.0,4091.0,4735.0,2641.0,1268.0,324.0,1988.0,1956.0,15029.0
154,201959,00,0,896,447,21977.0,3351.0,6471.0,0.517848,44.0,171.0,0.257309,1342.0,1883.0,0.712692,2038.0,3439.0,5477.0,880.0,503.0,927.0,989.0,2256.0,8088.0
155,1630581,00,0,54,54,1700.0,281.0,670.0,0.419402,56.0,213.0,0.26291,56.0,79.0,0.70886,98.0,323.0,421.0,345.0,51.0,20.0,171.0,88.0,674.0
156,1628983,00,0,243,234,7724.0,1583.0,3348.0,0.472819,298.0,857.0,0.347724,957.0,1186.0,0.806913,160.0,928.0,1088.0,1040.0,273.0,161.0,535.0,504.0,4421.0
157,1630264,00,0,70,4,681.0,92.0,169.0,0.544378,21.0,50.0,0.42,55.0,68.0,0.808823,49.0,87.0,136.0,38.0,15.0,15.0,26.0,85.0,260.0
158,203497,00,0,611,519,18301.0,2796.0,4280.0,0.653271,0.0,11.0,0.0,2000.0,3134.0,0.638162,2023.0,5096.0,7119.0,807.0,412.0,1357.0,1008.0,1579.0,7592.0
159,1629164,00,0,133,11,1609.0,230.0,590.0,0.38983,79.0,251.0,0.314741,89.0,122.0,0.729508,34.0,177.0,211.0,251.0,54.0,5.0,104.0,130.0,628.0
160,203932,00,0,528,439,15276.0,2605.0,5663.0,0.460003,587.0,1819.0,0.322704,1090.0,1552.0,0.702319,841.0,2469.0,3310.0,1313.0,389.0,335.0,792.0,1053.0,6887.0
161,201569,00,0,749,570,24259.0,4169.0,9739.0,0.428072,1746.0,4712.0,0.370543,2179.0,2689.0,0.810338,298.0,1513.0,1811.0,2121.0,641.0,258.0,1471.0,1421.0,12263.0
162,1628984,00,0,240,163,6708.0,990.0,2663.0,0.371761,623.0,1746.0,0.356815,477.0,577.0,0.826689,111.0,489.0,600.0,1203.0,204.0,35.0,400.0,335.0,3080.0
163,203924,00,0,555,270,14455.0,2181.0,4823.0,0.452208,578.0,1656.0,0.349033,1389.0,1921.0,0.72306,489.0,1700.0,2189.0,747.0,348.0,615.0,617.0,1263.0,6329.0
164,201980,00,0,819,709,20741.0,2524.0,5996.0,0.420947,1561.0,3908.0,0.399437,534.0,664.0,0.804216,498.0,2313.0,2811.0,1270.0,846.0,631.0,815.0,1437.0,7143.0
165,203110,00,0,685,535,19511.0,2180.0,4944.0,0.440938,571.0,1812.0,0.315121,1029.0,1446.0,0.711618,748.0,4002.0,4750.0,3733.0,955.0,711.0,1514.0,1922.0,5960.0
166,203210,00,0,487,165,10136.0,1443.0,3059.0,0.471722,388.0,1059.0,0.366383,568.0,724.0,0.78453,819.0,1962.0,2781.0,445.0,273.0,203.0,518.0,1284.0,3842.0
167,1630224,00,0,67,67,2138.0,406.0,954.0,0.425576,157.0,458.0,0.342794,188.0,236.0,0.79661,33.0,193.0,226.0,176.0,44.0,18.0,135.0,103.0,1157.0
168,1629750,00,0,154,49,2461.0,292.0,553.0,0.528028,55.0,164.0,0.335365,138.0,178.0,0.77528,141.0,299.0,440.0,103.0,119.0,46.0,72.0,220.0,777.0
169,201145,00,0,1051,647,30464.0,4815.0,10741.0,0.448282,1089.0,3213.0,0.338935,2576.0,3198.0,0.805503,908.0,3594.0,4502.0,1625.0,719.0,539.0,1481.0,2271.0,13295.0
170,1630182,00,0,106,8,1484.0,172.0,349.0,0.492836,32.0,103.0,0.310679,44.0,68.0,0.647058,80.0,159.0,239.0,107.0,61.0,17.0,61.0,150.0,420.0
171,201933,00,0,724,676,23817.0,5356.0,10858.0,0.493276,515.0,1573.0,0.327399,3116.0,4476.0,0.696157,1440.0,4514.0,5954.0,2994.0,612.0,350.0,1710.0,1983.0,14343.0
172,1629656,00,0,46,6,786.0,95.0,235.0,0.404255,72.0,189.0,0.380952,13.0,19.0,0.68421,24.0,70.0,94.0,44.0,31.0,11.0,28.0,72.0,275.0
173,1629060,00,0,147,118,4185.0,751.0,1574.0,0.477128,125.0,347.0,0.36023,286.0,367.0,0.779291,152.0,614.0,766.0,217.0,104.0,24.0,154.0,278.0,1913.0
174,1630169,00,0,135,97,4440.0,722.0,1528.0,0.472513,282.0,685.0,0.411678,208.0,246.0,0.845528,100.0,384.0,484.0,937.0,211.0,77.0,291.0,204.0,1934.0
175,1630181,00,0,115,15,2291.0,311.0,770.0,0.403896,91.0,270.0,0.337037,130.0,199.0,0.653266,52.0,321.0,373.0,245.0,63.0,23.0,140.0,162.0,843.0
176,203501,00,0,586,288,15838.0,2852.0,6755.0,0.422205,1253.0,3505.0,0.357489,1192.0,1468.0,0.811989,196.0,1454.0,1650.0,1095.0,366.0,83.0,622.0,988.0,8149.0
177,201935,00,0,942,728,32616.0,6920.0,15651.0,0.442144,2593.0,7176.0,0.361343,7044.0,8195.0,0.859548,742.0,4552.0,5294.0,6397.0,1449.0,512.0,3539.0,2456.0,23477.0
178,203090,00,0,621,372,14019.0,1686.0,3554.0,0.474395,378.0,1182.0,0.319796,509.0,816.0,0.623774,658.0,1540.0,2198.0,572.0,583.0,399.0,521.0,1265.0,4259.0
179,1629607,00,0,16,0,67.0,15.0,34.0,0.441176,5.0,15.0,0.333333,7.0,8.0,0.875,2.0,2.0,4.0,15.0,4.0,1.0,5.0,6.0,42.0
